correct,asr,error_type,edit_distance,sentence_idx
zidovudine,zidavudine,character_substitution,1,1909
raizy-xt,raze-xd,phonetic_substitution,3,1910
aminolevulinate,,segmentation_error,15,1912
prochlorperazine,procloroporazine,phonetic_substitution,3,1913
topep-dsr,topofdsr,phonetic_substitution,3,1915
montego-cv,montego-cv-tab,phonetic_substitution,4,1919
benzydamine,benzidamine,character_substitution,1,1924
gpm-sr,gpmsr,character_substitution,1,1925
alendronate,elendronate,character_substitution,1,1928
volta-gm,voltageum,phonetic_substitution,3,1929
scodox-o,scadoc,phonetic_substitution,4,1930
ofrivid-b,afravid,word_level_error,4,1934
calcipotriol,calcipatriol,character_substitution,1,1936
atenolol,adenolol,character_substitution,1,1937
halog-e,hallo,word_level_error,4,1941
lamivir-s,lamiviris,character_substitution,1,1944
neurocap-g,neurocap,character_insertion_deletion,2,1947
razel-fx,razolifex,phonetic_substitution,3,1948
ornidazole,onidazole,character_substitution,1,1951
secretin-ferring,secretin,phonetic_substitution,8,1952
sulphate,sulfate,character_substitution,2,1953
floramycin,fluoromycin,character_substitution,2,1954
nutramigen-lgg,natromedian,phonetic_substitution,9,1955
diclovar-cz,diclavar,phonetic_substitution,4,1959
pantoka-d,pantocon,phonetic_substitution,4,1961
tremelimumab-actl,tremolamumabactyl,phonetic_substitution,4,1966
c-tol,ct,character_insertion_deletion,3,1967
naza-es,nasoies,phonetic_substitution,3,1968
hikomox-cv,hickamock's,phonetic_substitution,6,1970
lercanidipine,loconidipine,word_level_error,3,1971
rombipra-d,rhombupril-d,phonetic_substitution,4,1972
sitcom-ld,sitcom,character_insertion_deletion,3,1973
octamox-cv,octomoxivi,phonetic_substitution,4,1974
zoppy-oz,zappios,phonetic_substitution,4,1975
ichthyol,ichthyal,character_substitution,1,1977
well-documented,well,segmentation_error,11,1977
neuro-al,neuro-oil,character_substitution,2,1978
nilotinib,nylaten,phonetic_substitution,5,1981
fimial-lb,fimulel,phonetic_substitution,4,1983
calcipure-xt,calcipure,character_insertion_deletion,3,1984
epcoritamab-bysp,epcortimab,phonetic_substitution,7,1987
rosulip-asp,rosalipase,phonetic_substitution,3,1992
zithium-o,zithiomotab,word_level_error,5,1993
telmisnov-h,telmis-na-baech,phonetic_substitution,7,1997
esomeprazole,essomprasol,phonetic_substitution,4,1999
fenfluramine,phenfluramine,character_substitution,2,2000
clom-sr,clomis,character_substitution,2,2001
spazil-m,spazalim,character_substitution,2,2003
glitel-m,glitalem,character_substitution,2,2004
du-clav,deuclav-lb,phonetic_substitution,5,2005
indard-p,in,segmentation_error,6,2006
c-met,cimet,character_substitution,1,2007
rabsole-dsr,rapsal-dsr,phonetic_substitution,3,2008
rolosol,rolisol,character_substitution,1,2011
cabotegravir,cabotgravir,character_substitution,1,2012
oseltamivir,ozotamivir,word_level_error,3,2014
trientine,trine,segmentation_error,4,2017
copper-chelating,copper,segmentation_error,10,2017
jornoff-oz,giornofos-tab,word_level_error,7,2018
nab-dt,an,segmentation_error,5,2021
cyproheptadine,ciproheptadine,character_substitution,1,2022
cefonix-cl,cephanix,phonetic_substitution,6,2023
stomcare-dsr,stomcare,phonetic_substitution,4,2027
diovol,diavol,character_substitution,1,2028
progestin-only,progest,phonetic_substitution,7,2031
r-zep,rzp,character_insertion_deletion,2,2032
o-glimaday-forte,oglymede,phonetic_substitution,10,2034
liver-friendly,liver,segmentation_error,9,2036
piperacillin,pipericillin,character_substitution,1,2040
praztar-m,prastorem,phonetic_substitution,3,2042
antibin-kid,anti-bingkai,phonetic_substitution,4,2044
opdol,opdal,character_substitution,1,2049
fungazol,fungazole,character_substitution,1,2051
post-operative,postoperative,character_substitution,1,2053
rambles-h,rambles,character_insertion_deletion,2,2054
ifytrox-tbm,ifetrox,phonetic_substitution,5,2055
sulphate,sulfate,character_substitution,2,2057
ionic-z,ionix-d,character_substitution,2,2058
ancool-sf,ankylosef,phonetic_substitution,5,2061
17-alpha,p,segmentation_error,7,2062
hydroxyprogesterone,seventeen,segmentation_error,15,2062
caproate,alpha,word_level_error,6,2062
zenobia-al,xenobiol,word_level_error,4,2063
ceftilox-o,ceftaloxotab,phonetic_substitution,5,2064
fe-3xt,fe3-xd,phonetic_substitution,3,2066
amoxicillin,amexicillin,character_substitution,1,2068
deriphyllin-s,durafil-ns,phonetic_substitution,8,2069
solopan-d,solopan,character_insertion_deletion,2,2073
dihydralazine,dihydrolazine,character_substitution,1,2074
sulphate,sulfate,character_substitution,2,2074
orogab-m,origabem,character_substitution,2,2076
konflav-o,conflavo,character_substitution,2,2077
mituss-p,mitaspi,phonetic_substitution,4,2079
esomeprazole,esamprazole,character_substitution,2,2080
malzix-gb,maltzik's,word_level_error,5,2083
dutaprost-t,dutiprost-t,character_substitution,1,2085
diaminopyrimidine,diamine,segmentation_error,10,2086
acelom-sp,b,segmentation_error,9,2088
prozol-d,prazal,phonetic_substitution,4,2091
ascofit-xt,ascofit,character_insertion_deletion,3,2093
uart-l,uatel,character_substitution,2,2094
zatim-t,zayt,word_level_error,4,2100
besylate,bacillate,phonetic_substitution,4,2105
cephradine,sephardine,word_level_error,3,2106
gemer-ds,gemmadia's,word_level_error,6,2107
anziolet-a,ansiolit,phonetic_substitution,4,2108
olsalazine,alsalazine,character_substitution,1,2113
triclabendazole,triclobendazole,character_substitution,1,2115
deutetrabenazine,due,segmentation_error,13,2117
g-vit-e,jai,segmentation_error,6,2119
jilosyn-ds,gylosyndias,word_level_error,5,2120
upfe-c,up,segmentation_error,4,2121
folisil-md,folisalem,phonetic_substitution,3,2122
metocurine,medicurine,character_substitution,2,2123
swelin-d,swell,word_level_error,4,2124
doxt-sl,duxtacel,phonetic_substitution,4,2126
rabeprazole,raprozole,character_insertion_deletion,3,2128
zole-d,zol,character_insertion_deletion,3,2128
calbone-d3,calbone,character_insertion_deletion,3,2129
letzit-m,lecithin,word_level_error,5,2130
moxnecs-clav,moxnexclav,character_insertion_deletion,3,2132
curecef-ss,curis,segmentation_error,6,2134
benzyzine,benzazine,character_substitution,1,2135
i-131,i,phonetic_substitution,4,2139
sannett-o,sanet,phonetic_substitution,4,2141
oxyquinoline,oxaquinoline,character_substitution,1,2144
pioglar-mf,pioglerumef,phonetic_substitution,3,2145
tpcof-la,tipi,segmentation_error,7,2148
fc-tab,fc,segmentation_error,4,2150
sulphate,sulfate,character_substitution,2,2150
clomipramine,chlamypramine,phonetic_substitution,3,2151
obsessive-compulsive,obsessive,phonetic_substitution,11,2151
gluceptate,glucipate,character_substitution,2,2155
fertyl-m,fertilem,character_substitution,2,2161
chlorphenamine,chlorophenamine,character_substitution,1,2162
maleate,malate,character_substitution,1,2162
xylometazoline,xylemtazoline,character_substitution,2,2164
santa-fe-3,santa,segmentation_error,5,2168
ascofit-xt,ascofet-xd,character_substitution,2,2169
omentum-dsr,omentum,phonetic_substitution,4,2171
dewmox-cv,dumox,segmentation_error,5,2173
ultinac-p,altenac-p,character_substitution,2,2175
tulobuterol,chilobuterol,word_level_error,3,2176
ibstatin-ac,ibstatinase,phonetic_substitution,3,2178
sulphate,sulfate,character_substitution,2,2181
cobus-od,cobasod,character_substitution,2,2189
xidol,zidol,character_substitution,1,2190
lt-mac,ltma-c,character_substitution,2,2192
lecanemab-irmb,lecane,segmentation_error,8,2193
acetol,acetal,character_substitution,1,2194
sulfite-free,sulfite,phonetic_substitution,5,2195
trifluoperazine,trifluoprazine,character_substitution,1,2197
tetrabenazine,tetrabnazine,character_substitution,1,2198
nelarabine,nelorabine,character_substitution,1,2199
trextus-dx,trexdiscdx,phonetic_substitution,3,2203
asbit-m,sbtem,character_insertion_deletion,3,2205
pregadoc-nt,purgata,phonetic_substitution,8,2206
benzoate,,segmentation_error,8,2207
clavit-l,clavetel,character_substitution,2,2208
attention-deficit,attention,phonetic_substitution,8,2212
telmikind-am,telmachyndium,phonetic_substitution,6,2214
genxvast-f,jenksvastiv,word_level_error,5,2215
biomet-plus,biomed,segmentation_error,6,2217
pantozil-dsr,pantazil,phonetic_substitution,5,2219
long-lasting,long,segmentation_error,8,2219
syr-f,svrf,character_substitution,2,2220
emapalumab-lzsg,imapilumab,segmentation_error,7,2221
floxzen-m,floxacin,word_level_error,5,2223
sulphate,sulfate,character_substitution,2,2224
sr-cap,,segmentation_error,6,2224
hepatine,cop,segmentation_error,7,2225
rosave-trio,rasayev,segmentation_error,7,2228
extended-release,extended,phonetic_substitution,8,2230
polyfer-100,polypher,phonetic_substitution,6,2232
b-stil,b,segmentation_error,5,2234
capreomycin,caprim,phonetic_substitution,6,2235
finemox-cv,finemarks,word_level_error,5,2236
enzoflam-sv,enzoflamis,character_substitution,2,2238
amlycure-ds,amla-qds,phonetic_substitution,6,2242
liver-protective,liver,segmentation_error,11,2242
rec-dz,recdz,character_substitution,1,2243
synid-mr,synid,character_insertion_deletion,3,2244
panrit-dsr,panret-dsr,character_substitution,1,2246
r-clav,arclavtab,word_level_error,5,2247
moximax-lp,moximax,character_insertion_deletion,3,2248
exime-sb,eczemes,phonetic_substitution,5,2251
tricholine,tricoline,character_substitution,1,2252
infer-z,nfer-z,character_substitution,1,2253
micfox-o,mcfock,phonetic_substitution,4,2254
razel-f,razolef,character_substitution,2,2256
redclox-dl,redclox,character_insertion_deletion,3,2257
olmesartan,almacartan,word_level_error,3,2258
betmil-s,betmolest,phonetic_substitution,3,2260
ondrovit-md,androvitam,word_level_error,3,2263
xybel-p,zybel-p,character_substitution,1,2265
alfa-2a,alpha,phonetic_substitution,4,2268
bizo-it,bizoit,character_substitution,1,2270
mirpine,merpine,character_substitution,1,2271
blomore-xt,blumer,phonetic_substitution,6,2273
gabawin-m,gaboinem,phonetic_substitution,3,2276
secef-o,sesifo,phonetic_substitution,3,2279
genac-sp,jinakaspi,word_level_error,5,2281
sulphadoxine,sulfadoxine,character_substitution,2,2282
chlorpheniramine,chloropheneramine,character_substitution,2,2284
pioglit-mf,piaglit-mf,character_substitution,1,2286
ecopril,acoprol,character_substitution,2,2292
sulin-pm,sulin,character_insertion_deletion,3,2293
levoway-am,levoam,phonetic_substitution,4,2294
anileridine,analiridine,character_substitution,2,2295
cr-51,,segmentation_error,5,2297
rbslone,r,segmentation_error,6,2298
gamet-800,gamut,phonetic_substitution,5,2299
gramoneg-m,gramenegim,character_substitution,2,2301
quinethazone,quinthazone,character_substitution,1,2302
rulcer-it,rulser-it,character_substitution,1,2303
zyonate,cyanate,character_substitution,2,2309
ceruvin-a,serovina,word_level_error,3,2310
espazine,aspazine,character_substitution,1,2311
tone,toned,character_substitution,1,2312
arclone,arklone,character_substitution,1,2314
mf-plus,mf,segmentation_error,5,2316
mahacort-dz,mahakorti's,phonetic_substitution,4,2317
tinidazole,tenidazole,character_substitution,1,2318
beta-cyclodextrin,beta-cycloxtrin,character_insertion_deletion,2,2318
tykast-kid,ticascioid,phonetic_substitution,5,2320
bb-gest,bbjust,phonetic_substitution,3,2321
tetracaine,tetracane,character_substitution,1,2322
biggaba-n,vigubba,word_level_error,5,2325
amoxycillin,amoxicillin,character_substitution,1,2326
noxicam-md,noxicamum,character_substitution,2,2328
poviron-m,povironem,character_substitution,1,2330
meganeuron-od,meganorano,phonetic_substitution,5,2334
otg-d,otgd,character_substitution,1,2335
iroact-sf,eroctase,word_level_error,4,2338
ricovir-l,ricavirel,character_substitution,2,2339
pro-9,peronine,word_level_error,5,2340
quesy-o,quesi,character_insertion_deletion,3,2341
cobimetinib,cobimetin,character_insertion_deletion,2,2343
fumarate,,segmentation_error,8,2343
ulzero-d,l0d,segmentation_error,6,2344
kids-pro,kidspro,character_substitution,1,2346
oflamed-oz,aflame,segmentation_error,5,2347
lornex-p,lornax,character_insertion_deletion,3,2351
simethicone,symthicone,character_substitution,2,2355
amorolfine,emerolfine,character_substitution,2,2359
alfa-n3,n3,segmentation_error,5,2360
esverol,esferol,character_substitution,1,2361
monosorbitrate,monosorbiterate,character_substitution,1,2362
rejucobal-od,rejucabolo,phonetic_substitution,4,2364
bleomycin,bleamycin,character_substitution,1,2365
clody-gm,chlodigym,phonetic_substitution,4,2368
powernac-mr,power,segmentation_error,6,2371
tromethamine,,segmentation_error,12,2372
eslo-ril,esloer,character_insertion_deletion,3,2373
flucold-af,flucaldehyde,phonetic_substitution,6,2377
dudot-m,dudatem,character_substitution,2,2378
naphazoline,nafazoline,character_substitution,2,2383
acolate-m,acolytem,character_substitution,2,2386
epoprostenol,epiprostanol,character_substitution,2,2387
pregfol,prigfall,phonetic_substitution,3,2389
sulphate,sulfate,character_substitution,2,2392
am-2c,am2c,character_substitution,1,2393
corbet-xt,corbett,character_insertion_deletion,2,2396
zykuf-am,zycofam,phonetic_substitution,3,2398
nervoday-g,nervidae,phonetic_substitution,4,2401
ccq-50,ccq50,character_substitution,1,2405
fixcef-az,fixaphas,phonetic_substitution,5,2408
trygen-br,trigen,phonetic_substitution,4,2409
maxgalin-nt,max-galilein,word_level_error,5,2411
obit-oz,obitose,phonetic_substitution,3,2413
candesartan,candisartan,character_substitution,1,2414
gluformin-g1,gluform,phonetic_substitution,5,2415
denidol,denadol,character_substitution,1,2418
arobia-al,arobia,character_insertion_deletion,3,2419
lopassium-h,lipassia,word_level_error,5,2421
pioglitazone,pyoglitazone,character_substitution,1,2422
sapsyl-xt,sapsilex,phonetic_substitution,3,2423
acidopent-dsr,acidopent,phonetic_substitution,4,2426
naturogest-vt,naturogist,phonetic_substitution,4,2427
ranidom-pd,ranida,segmentation_error,5,2430
zyfen-p,xiphen,word_level_error,6,2432
nicip-p,nisip,character_insertion_deletion,3,2433
bizlo-od,bisloart,word_level_error,4,2435
lornec-p,lornec,character_insertion_deletion,2,2437
imsimol,imzamol,character_substitution,2,2440
fe-sency,a,segmentation_error,8,2441
clohart-a,cloharte,character_substitution,2,2444
inron-a,enron,character_insertion_deletion,3,2446
paxiza-cr,paxizy,word_level_error,4,2449
tocotrienol,tocotranol,character_substitution,2,2451
solotrate,solitrate,character_substitution,1,2456
imdevimab,mdevimab,character_substitution,1,2457
entamizole-tn,entamizol,phonetic_substitution,4,2460
latochek-t,latichek-d,character_substitution,2,2462
aurizol-r,rslr,segmentation_error,6,2463
temibol,temiball,character_substitution,2,2466
zestocef-lb,zestosafil,phonetic_substitution,4,2469
volitra-enzo,volatra,phonetic_substitution,6,2471
acenez-sp,acenozes,phonetic_substitution,3,2472
lexof-nz,lixofen's,phonetic_substitution,4,2475
cozim-q,causemq,phonetic_substitution,5,2479
glynamic-m,glynamichem,character_substitution,2,2480
e-dol,eridol-p,word_level_error,4,2481
damadol,damodol,character_substitution,1,2484
betnovate,betnavate,character_substitution,1,2485
omacetaxine,almacetaxine,character_substitution,2,2486
mepesuccinate,mepesiccinate,character_substitution,1,2486
amoxicillin,amexicillin,character_substitution,1,2488
flupentixol,flupentixel,character_substitution,1,2489
lopresor-xl,lopresorexel,character_substitution,2,2490
lorgem-p,lorjum,phonetic_substitution,4,2491
zenpride-m,zen,segmentation_error,7,2496
levexx-od,levexo,character_insertion_deletion,3,2497
l-cef,lcf-tlb,word_level_error,5,2499
tricol,trichol,character_substitution,1,2500
sufrate-pz,sulfurate,word_level_error,5,2502
rosset-xt,rossit,word_level_error,4,2504
famotidine,fematidine,character_substitution,2,2505
atrom-f,atrometh,phonetic_substitution,3,2511
fixinova-cv,fixanova,phonetic_substitution,4,2512
dormide-t,dormite,character_insertion_deletion,3,2515
glargine,,segmentation_error,8,2516
long-acting,long,segmentation_error,7,2516
phenpropionate,fenpropionate,character_substitution,2,2521
amex-cv,amexcv,character_substitution,1,2524
ferrosys-xt,pharisees,word_level_error,9,2525
solvin-cold-af,solving,phonetic_substitution,8,2532
ridol-oz,redullo's,phonetic_substitution,5,2537
freeze-s,freezest,character_substitution,2,2541
forstavir-3,for,segmentation_error,8,2546
winocid-d,winosid,character_insertion_deletion,3,2548
dalicid-a,dallacid,phonetic_substitution,4,2552
merical-f,merikalef,character_substitution,2,2554
ruxolitinib,ruxolitin,character_insertion_deletion,2,2555
cetley-a,setli,word_level_error,5,2556
atezolizumab,atzolizumab,character_substitution,1,2557
caniss-o,canisot,word_level_error,3,2559
sulphate,sulfate,character_substitution,2,2561
telista-cl,telestesil,phonetic_substitution,4,2562
ramcet-s,ramsatess,phonetic_substitution,4,2563
doverin-a,dovrin,character_insertion_deletion,3,2564
renofix-m,rinovac,phonetic_substitution,6,2566
allerpat-od,allopetode,word_level_error,5,2567
beta-arteether,slash,segmentation_error,12,2568
i-131,i,phonetic_substitution,4,2570
solubin-c,solubin,character_insertion_deletion,2,2574
levola-oz,levolo's,phonetic_substitution,4,2575
mepyramine,meparamine,character_substitution,1,2577
gilteritinib,gilturatinibfumarid,phonetic_substitution,9,2581
fumarate,,segmentation_error,8,2581
nevit-t,nevid,character_insertion_deletion,3,2582
clored-s,chlor,word_level_error,5,2584
hemangeol,hemangiol,character_substitution,1,2585
calioz-d3,calioz,character_insertion_deletion,3,2591
zulfy-m,zolfi,word_level_error,4,2596
oflomac-dx,aflamac,word_level_error,5,2597
solriamfetol,sariamfetol,character_substitution,2,2601
omicin-d,omicin,character_insertion_deletion,2,2604
choline,,segmentation_error,7,2608
teltoss-am,teltosam,character_insertion_deletion,2,2609
calofia-a,calofia,character_insertion_deletion,2,2613
esomeprazole,esamprazole,character_substitution,2,2614
dicycloverine,dicyclovirine,character_substitution,1,2617
amex-d,amex,character_insertion_deletion,2,2618
rinfabate,rinfibate,character_substitution,1,2622
b-zed,bzd,character_insertion_deletion,2,2625
mixbiotic-ac,mixed,segmentation_error,9,2626
tocilizumab-bavi,tocilizumab,phonetic_substitution,5,2627
hexylcaine,hexalcane,character_substitution,2,2632
yesmox-cl,yesmox,character_insertion_deletion,3,2634
trifluoperazine,trifluoprazine,character_substitution,1,2638
dicyclomine,dicyclam,phonetic_substitution,4,2642
patinex-ls,petain-xls,phonetic_substitution,4,2644
risedronate,ristronate,character_substitution,2,2645
esoz-l,esazel,character_substitution,2,2646
sprot-p,sprott,character_substitution,2,2652
pause-sr,posisar,phonetic_substitution,5,2653
non-small,nonce,segmentation_error,6,2654
atrisol,atrosol,character_substitution,1,2655
miglitol,miglital,character_substitution,1,2656
beta-blockers,beta,segmentation_error,9,2657
asenapine,acenapine,character_substitution,1,2658
maleate,malate,character_substitution,1,2658
ofzer-ls,ophseralis,phonetic_substitution,5,2663
encin-oz,encino-z,character_substitution,2,2664
alocet-m,olocetam,character_substitution,2,2666
mappan-dsr,mapan-dsr,character_substitution,1,2667
lanxes-a,lanx's,character_insertion_deletion,3,2668
dilosyn-bm,dalacin-bm,phonetic_substitution,4,2670
tazopine,tazapine,character_substitution,1,2672
xl-80,xla-dsyr,word_level_error,5,2673
renopress-xl,renopress,character_insertion_deletion,3,2674
caniss-o,canasso,character_substitution,2,2678
bromotheophylline,bromothiophil,phonetic_substitution,6,2679
olife-tz,lfdz,segmentation_error,5,2680
baycip-tz,baseptizy,phonetic_substitution,6,2681
glimip-mp,glimepen-p,phonetic_substitution,4,2682
zepro-m,zeproem,character_substitution,1,2689
bitartrate,by,segmentation_error,9,2695
pantamep-dsr,pantomup,phonetic_substitution,6,2696
sulphate,sulfate,character_substitution,2,2699
zero-wax,zero,segmentation_error,4,2701
cepy-o,cepi,character_insertion_deletion,3,2702
saipod-o,cepod-o,word_level_error,3,2703
azec-l,azacel,character_substitution,2,2705
mecul-pg,mecalpy,phonetic_substitution,3,2707
ixovit-sf,ixovitizeph,phonetic_substitution,5,2708
maxitrip-cz,maxitrip,character_insertion_deletion,3,2710
onfer-xtz,on,segmentation_error,7,2711
pmsfine,pms,segmentation_error,4,2714
oriaffin-m,orfnm,phonetic_substitution,5,2716
rabeprazole,raprozole,character_insertion_deletion,3,2717
orthopin-c,orthopen,character_insertion_deletion,3,2718
miconazole,mecanazole,character_substitution,2,2720
magtrate,magtrade,character_substitution,1,2722
mezlocillin,meslycillin,character_substitution,2,2723
de-spas,de,segmentation_error,5,2725
rabchil-d,rapshildi,phonetic_substitution,4,2728
ofzor-oz,ophsera's,phonetic_substitution,7,2729
sonadyn-af,sonodinath,phonetic_substitution,5,2730
methylnaltrexone,methyl,segmentation_error,10,2734
rozanex-cv,rosanex,phonetic_substitution,4,2735
essential-mct,essential,phonetic_substitution,4,2736
exelon-tts,excellin-tts,character_insertion_deletion,3,2738
-,,character_substitution,1,2740
hanpro-xt,hanpro,character_insertion_deletion,3,2740
nikomox-cv,nicomox,phonetic_substitution,4,2742
magadol,megadol,character_substitution,1,2751
nugine,nugent,character_substitution,2,2755
penciclovir,pensaclovir,character_substitution,2,2759
densera-n,densera,character_insertion_deletion,2,2767
pnx-d,pnxd,character_substitution,1,2768
sericet-m,serocitemtab,phonetic_substitution,6,2771
bp-loride,bepilaride,word_level_error,3,2773
d-bikh,dbic,character_insertion_deletion,3,2775
panlist-dsr,panless,phonetic_substitution,5,2776
palmitate,,segmentation_error,9,2778
ocium-m,ozion,word_level_error,5,2779
plus-od,plus,character_insertion_deletion,3,2782
dashmool,dashmol,character_substitution,1,2785
calibon-z,caliban,character_insertion_deletion,3,2786
rbred-xt,arbred,word_level_error,4,2788
tricobal-od,tricobalod,character_substitution,1,2792
sulphate,sulfate,character_substitution,2,2793
pioglar-m,pyoglorem,phonetic_substitution,3,2794
midodrine,mitadrine,character_substitution,2,2796
asofol-fz,esophageal,word_level_error,8,2798
arrestadol,aristidol,phonetic_substitution,3,2803
irotex-c,aerotex,word_level_error,4,2804
relflox-oz,roflox,segmentation_error,5,2805
ranci-t,ransai,word_level_error,4,2807
acidose-ds,acidos,phonetic_substitution,4,2808
sulphate,sulfate,character_substitution,2,2812
sr-cap,acercap,word_level_error,4,2812
mecoday-pg,mecadepi,phonetic_substitution,5,2813
saimox-cv,samox,segmentation_error,4,2815
omnim-xt,omnimix,character_substitution,2,2817
pilocarpine,pelacarpine,character_substitution,2,2818
sulphate,sulfate,character_substitution,2,2820
amex-cv,amex-cv-tab,phonetic_substitution,4,2821
amoxicillin,amexicillin,character_substitution,1,2821
metoprolol,metaprolol,character_substitution,1,2822
digerab-dsr,didrabdi,word_level_error,5,2823
gabawok-nt,gabawakan,phonetic_substitution,3,2824
isethionate,isothionate,character_substitution,1,2825
trambax-od,trambexo,character_insertion_deletion,3,2826
fenoverine,phenoverine,character_substitution,2,2828
cofstop-z,cough,segmentation_error,7,2829
primolut-n,primulatin,phonetic_substitution,3,2830
primopol,primepol,character_substitution,1,2832
tetrabenazine,tetrabnazine,character_substitution,1,2835
asfer-xt,s-forex,word_level_error,5,2840
maleate,malate,character_substitution,1,2845
trifluoperazine,trifluoprazine,character_substitution,1,2846
santolac-r,santolac,character_insertion_deletion,2,2850
sizfire-it,sysphyri,phonetic_substitution,8,2851
rabinom-dsr,rabinum,phonetic_substitution,5,2856
bethanechol,bethenylchloride,segmentation_error,8,2857
atorlip-ez,atterlip,phonetic_substitution,5,2858
respeline-cs,respellensius,phonetic_substitution,5,2861
zanubrutinib,xanabrutinib,character_substitution,2,2865
dizep-p,dyzip,word_level_error,4,2866
axcef-o,axothotab,word_level_error,7,2867
sulfisoxazole,celfisoxazole-dialamine,segmentation_error,12,2869
diolamine,,segmentation_error,9,2869
oxalic-nz,oxalicin,character_substitution,2,2873
resochin-ds,rhizochin-ds,phonetic_substitution,3,2876
diwot-p,dwat-p,character_substitution,2,2877
haloperidol,halopridol,character_substitution,1,2879
scopink-fa,scoping,phonetic_substitution,4,2880
prednicarbate,pridnicarbate,character_substitution,1,2886
peripan-d,peripan,character_insertion_deletion,2,2889
irol-xt,irolex,character_substitution,2,2890
sapsyl-xt,sapsilex-d,phonetic_substitution,4,2893
lentemol-mf,lentimol,phonetic_substitution,4,2897
naloxegol,naloxigol,character_substitution,1,2899
well-documented,well,segmentation_error,11,2900
s-celepra,s-cellopro,phonetic_substitution,3,2901
aprof-oz,aprophos,phonetic_substitution,3,2902
unidol-dp,unadol-dp,character_substitution,1,2903
calvee-mz,calvium,phonetic_substitution,4,2906
ezorb-d3,azorb,word_level_error,4,2908
livocet-mk,levocetam,phonetic_substitution,3,2910
levocetirizine,levosterazine,phonetic_substitution,4,2910
palin-dsr,palin,segmentation_error,4,2911
stage-1,stage,character_insertion_deletion,2,2913
zinse-e,zin,segmentation_error,4,2915
denso-p,then,word_level_error,6,2916
vizocet-m,vizacetam,character_substitution,2,2917
levocetirizine,levosterazine,phonetic_substitution,4,2917
cefobel-s,cephobelus,phonetic_substitution,3,2920
cefozone,cefazone,character_substitution,1,2926
silpan-dsr,silpandia,phonetic_substitution,3,2927
rezol,resol,character_substitution,1,2934
coblin-p,coblen,character_insertion_deletion,3,2936
cetanil-t,setenal,word_level_error,5,2938
prelone,prolone,character_substitution,1,2939
santole-d,santol,character_insertion_deletion,3,2941
arucal-mz,aracalim's,phonetic_substitution,4,2944
liothyronine,liothyron,character_insertion_deletion,3,2946
ree-lax,ariolix,word_level_error,5,2947
calcium-3-methyl-2,calcium-3-methyl-2-oxyvaleric,phonetic_substitution,11,2948
cobacyn-od,cobasinod,phonetic_substitution,3,2949
fezon-xt,fezzine,word_level_error,5,2953
satotin-ft,sataten-ft,character_substitution,2,2957
fosinopril,fosinapril,character_substitution,1,2958
jicipro-oz,gysipro-oz,word_level_error,3,2959
mepenzolate,mepenzelate,character_substitution,1,2961
jotram-p,jotram,character_insertion_deletion,2,2965
ancer-lm,answer,phonetic_substitution,5,2967
flublock-az,flablocase,phonetic_substitution,5,2970
pamoate,pamode,character_substitution,2,2971
deriva-bpo,derivibio,phonetic_substitution,3,2975
pangy-40,pangy,character_insertion_deletion,3,2977
afol,a,character_insertion_deletion,3,2979
nanocef-xp,nanosephix,phonetic_substitution,5,2983
fotob-d,fatab-d,character_substitution,2,2984
alfacon-1,,segmentation_error,9,2988
glim-c,glym,character_insertion_deletion,3,2993
widely-used,widely,segmentation_error,5,2995
telgo-am,talgo,word_level_error,4,2996
oxmazetol-er,oxmazitaler,phonetic_substitution,3,2997
zanubrutinib,xanabrutinib,character_substitution,2,2998
sulphate,sulfate,character_substitution,2,2999
rivgest-m,rivkistem,phonetic_substitution,3,3001
colaba-b,colobel,word_level_error,4,3002
notril-pc,natrol,phonetic_substitution,5,3003
beclomethasone,biclomthosone,phonetic_substitution,3,3006
p-cool,pcol,character_insertion_deletion,2,3007
fereg-z,feroxy,word_level_error,4,3009
mod-spiro,mrd,segmentation_error,7,3010
zithium-o,zithia,word_level_error,4,3011
cipcal-d3,cipcal,character_insertion_deletion,3,3012
larybro-ls,laribroales,phonetic_substitution,3,3016
levosalbutamol,levazalbutamol,character_substitution,2,3016
cofq-d,coff-d,character_substitution,1,3019
lcvit-e,lcvd,phonetic_substitution,4,3020
marodol,maradol,character_substitution,1,3021
panzol,penzol,character_substitution,1,3023
prodavis-xp,pradavis,phonetic_substitution,4,3024
evamox-d,evamox,character_insertion_deletion,2,3031
cobus-p,cobus,character_insertion_deletion,2,3032
testolactone,testylactone,character_substitution,1,3034
phenolsulfonate,phenylsulfonate,character_substitution,1,3035
viomycin,viomice,word_level_error,3,3036
letocef-o,ledocifo,phonetic_substitution,3,3038
naid-p,nade,character_insertion_deletion,3,3042
medicreme-strong,midi-cream,phonetic_substitution,11,3043
malodol,maladol,character_substitution,1,3044
fludarabine,fludorabine,character_substitution,1,3046
jeetone,g-tone,word_level_error,3,3047
d-fol,dfol,character_substitution,1,3050
sesquihydrate,ses,segmentation_error,10,3051
fluorometholone,floremthalon,phonetic_substitution,5,3052
zincoril-l,zinc,segmentation_error,6,3053
amlodipine,amlodip,character_insertion_deletion,3,3054
maloflox-oz,malofloxacin,phonetic_substitution,4,3056
mezelo-g,mezillo,word_level_error,4,3060
huntred-z,hunted's,word_level_error,3,3062
f-18,f18,character_substitution,1,3065
tuf-cal,t-u-f-c-l,character_insertion_deletion,3,3067
