correct,asr,error_type,edit_distance,sentence_idx
vitamin,vitam,character_insertion_deletion,2,2098
mashyne,mashine,character_substitution,1,2099
vitamin,vitam,character_insertion_deletion,2,2099
mianserin,myanserin,character_substitution,1,2102
inflakod,inflacod,character_substitution,1,2103
gentamicin,gentimis,phonetic_substitution,4,2104
dunaliella,denalella,character_substitution,2,2109
hemfer,hempho,word_level_error,3,2110
waltigo,waltego,character_substitution,1,2111
triocyl,triacil,character_substitution,2,2112
avcort,avcourt,character_substitution,1,2114
healthcare,health,segmentation_error,4,2114
myrifa,myripha,character_substitution,2,2116
clonar,klonar,character_substitution,1,2118
dps,cdps,character_substitution,1,2121
xibnus,xibnis,character_substitution,1,2127
tab,,character_insertion_deletion,3,2128
mono,mono-ammonium,segmentation_error,9,2131
ammonium,,segmentation_error,8,2131
sofradex,sofredex,character_substitution,1,2133
healthcare,health,segmentation_error,4,2133
healthcare,health,segmentation_error,4,2134
qloz,culasse,word_level_error,6,2136
malcidal,malsidal,character_substitution,1,2137
solo,solotab,character_insertion_deletion,3,2138
tab,,character_insertion_deletion,3,2138
servil,serval,character_substitution,1,2140
desent,descent,character_substitution,1,2143
norethynodrel,norethanadryl,phonetic_substitution,3,2147
thiamylal,thymolyl,phonetic_substitution,4,2149
holarrhena,hallerina,phonetic_substitution,5,2152
megasole,megasol,character_substitution,1,2153
sparcip,sparsip,character_substitution,1,2154
foscarnet,phoscarnet,character_substitution,2,2156
reteplase,riteplase,character_substitution,1,2157
liq,,character_insertion_deletion,3,2158
mosiba,mozabir,word_level_error,4,2165
gel,gl,character_substitution,1,2165
edser,edsa,character_substitution,2,2166
nowheiz,nohes,character_insertion_deletion,3,2167
ethoxzolamide,ethixolamide,character_substitution,2,2170
schizopra,schizophora,character_insertion_deletion,2,2174
rosadac,rosadec,character_substitution,1,2177
bactimox,bactamox,character_substitution,1,2180
pepcid,pepsod,character_substitution,2,2182
nedocromil,netochromyl,phonetic_substitution,3,2183
nimuspas,nemaspis,phonetic_substitution,3,2184
healthcare,health,segmentation_error,4,2185
lomefloxacin,lomfluxacin,character_substitution,2,2185
alucold,a,segmentation_error,6,2186
syr,sir,character_substitution,1,2187
healthcare,health,segmentation_error,4,2187
nervup,nerva,character_substitution,2,2188
neurokan,neurokin,character_substitution,1,2196
goodlyco,goodlico,character_substitution,1,2200
healthcare,health,segmentation_error,4,2201
gabapentin,gebapentin,character_substitution,1,2201
encarbil,in,segmentation_error,7,2201
tetrachlorodecaoxygen,tetrachloridic,phonetic_substitution,9,2202
vuther,vather,character_substitution,1,2204
benzyl,benzylbenzoate,phonetic_substitution,8,2207
lozaril,lazerol,phonetic_substitution,3,2209
healthcare,health,segmentation_error,4,2209
trichlorocarbanilide,trichlorocarbonylide,character_substitution,2,2210
olfital,elfidol,word_level_error,3,2211
centwin,scentwin,character_substitution,1,2213
cajuput,kajiput,character_substitution,2,2216
wikoryl,wickeril,phonetic_substitution,3,2218
lymphohistiocytosis,lymphohist,phonetic_substitution,9,2221
cromolyn,chromalin,phonetic_substitution,3,2222
ferro,ferrohepatine,segmentation_error,8,2225
cap,,character_insertion_deletion,3,2225
rodera,rhodra,character_substitution,2,2226
bromfenac,bromphenac,character_substitution,2,2227
tamsulosin,tamsulos,character_insertion_deletion,2,2230
ariclav,araclav,character_substitution,1,2231
healthcare,health,segmentation_error,4,2234
healthcare,health,segmentation_error,4,2237
tanim,tanin,character_substitution,1,2237
lini,linnae,character_insertion_deletion,3,2239
vedaprot's,vitaprot's,character_substitution,2,2240
cefamandole,cefamandol,character_substitution,1,2241
healthcare,health,segmentation_error,4,2244
tab,,character_insertion_deletion,3,2247
healthcare,health,segmentation_error,4,2247
healthcare,health,segmentation_error,4,2248
clofre,clover,phonetic_substitution,3,2249
apprise,a,segmentation_error,6,2252
syr,price,word_level_error,5,2252
healthcare,health,segmentation_error,4,2257
medoxomil,medexomel,character_substitution,2,2258
soval,sovel,character_substitution,1,2259
healthcare,health,segmentation_error,4,2261
healthcare,health,segmentation_error,4,2262
cytrox,citrax,character_substitution,2,2264
lyscot,liscot,character_substitution,1,2267
rombizyme,rhombizyme,character_substitution,1,2269
folson,folsyn,character_substitution,1,2272
diclosim,diclocem,character_substitution,2,2275
healthcare,health,segmentation_error,4,2277
soventus,cerventis,word_level_error,4,2278
allbrim,elbrim,character_substitution,2,2280
gardian,guardian,character_substitution,1,2285
talocas,tolocus,character_substitution,2,2287
malidens,molytans,phonetic_substitution,4,2288
baxin,baxan,character_substitution,1,2290
littorale,littoral,character_substitution,1,2291
renecar,rinnekar,phonetic_substitution,3,2296
healthcare,health,segmentation_error,4,2297
aznosis,as,segmentation_error,5,2300
healthcare,health,segmentation_error,4,2301
belgest,belgist,character_substitution,1,2304
healthcare,health,segmentation_error,4,2306
relcil,rilsol,phonetic_substitution,3,2306
mephenytoin,mefenitoin,phonetic_substitution,3,2307
healthcare,health,segmentation_error,4,2308
omecer,omsur,phonetic_substitution,3,2308
keppdix,keptics,phonetic_substitution,4,2313
fosdenopterin,phostenopterin,word_level_error,3,2315
anxorax,anxerex,character_substitution,2,2319
imovax,immuvax,character_substitution,2,2323
levonitrin,levanitrine,character_substitution,2,2324
avox,avox-tab,segmentation_error,4,2326
tab,,character_insertion_deletion,3,2326
destar,distar,character_substitution,1,2329
milnacipran,milnusiprin,phonetic_substitution,3,2331
xipamide,zipomide,character_substitution,2,2332
cain,cane,character_substitution,2,2333
tobur,tubber,phonetic_substitution,3,2337
iron,iron-roman-3-oxide,segmentation_error,14,2342
iii,,character_insertion_deletion,3,2342
oxide,,segmentation_error,5,2342
paed,strepin,word_level_error,6,2345
zoyafer,zoyifer,character_substitution,1,2348
syr,wire,word_level_error,3,2350
richdox,richdocs,character_substitution,2,2352
targiniq,targenic,character_substitution,2,2353
narcogin,narcogen,character_substitution,1,2354
peribrim,parabram,phonetic_substitution,3,2356
dazi,dasi,character_substitution,1,2357
feday,fede,character_substitution,2,2358
interferon,interferon-alpha,phonetic_substitution,6,2360
healthcare,health,segmentation_error,4,2362
betasel,betazel,character_substitution,1,2363
healthcare,health,segmentation_error,4,2365
tagasec,tigeusec,phonetic_substitution,3,2366
beipos,bapos,character_substitution,2,2367
healthcare,health,segmentation_error,4,2368
sufentanil,supentanil,character_substitution,1,2369
ketorolac,ketarolactromthamine,phonetic_substitution,12,2372
healthcare,health,segmentation_error,4,2373
fezioderm,physioderm,word_level_error,4,2374
diocid,diacid,character_substitution,1,2376
xiocef,zeosif,word_level_error,4,2379
healthcare,health,segmentation_error,4,2379
abmenor,ebmena,word_level_error,3,2380
xenoview,xenovu,character_insertion_deletion,3,2381
binex,binaxkid,word_level_error,4,2382
kid,,character_insertion_deletion,3,2382
uralf,urolf,character_substitution,1,2384
norpramin,nopramine,character_substitution,2,2385
kid,kidtab,character_insertion_deletion,3,2386
tab,,character_insertion_deletion,3,2386
montelukast,montelucast,character_substitution,1,2386
alnaferon,elnafarin,word_level_error,3,2388
healthcare,health,segmentation_error,4,2389
espiloc,a,segmentation_error,7,2390
healthcare,health,segmentation_error,4,2390
cephalexin,cefalxin,character_insertion_deletion,3,2391
decapeptyl,dicapetal,word_level_error,3,2394
healthcare,health,segmentation_error,4,2397
orcef,orsef,character_substitution,1,2397
synopro,sinopro,character_substitution,1,2399
afinitor,a,segmentation_error,7,2402
cetofeb,cetopheb,character_substitution,2,2403
melam,melon,character_substitution,2,2404
canmik,canmic,character_substitution,1,2406
depik,depikforte,segmentation_error,5,2407
forte,,segmentation_error,5,2407
kairfee,kyophy,word_level_error,6,2410
savior,saviour,character_substitution,1,2412
cilexetil,,segmentation_error,9,2414
lubiser,lubizer,character_substitution,1,2416
forspac,fosbac,character_substitution,2,2417
migragesic,migragezik,character_substitution,2,2420
amokav,amacavtab,phonetic_substitution,5,2424
tab,,character_insertion_deletion,3,2424
vonoprazan,voniprazen,character_substitution,2,2428
osilodrostat,acylidrostat,word_level_error,4,2429
stozic,stazic,character_substitution,1,2431
preventeron,preventerin,character_substitution,1,2434
healthcare,health,segmentation_error,4,2434
teicoplanin,tacaplanin,phonetic_substitution,3,2438
alercom,alokam,word_level_error,4,2442
augprime,aug,segmentation_error,5,2443
healthcare,health,segmentation_error,4,2443
acota,ecota,character_substitution,1,2445
cisatra,sesatra,character_substitution,2,2447
solifenacin,sulafnacin,phonetic_substitution,3,2448
healthcare,health,segmentation_error,4,2448
tytin,titan,character_substitution,2,2450
zentonac,zentinac,character_substitution,1,2452
fenofibric,phenofibric,character_substitution,2,2453
psydyl,seidel,word_level_error,4,2454
cyphos,sifo's,word_level_error,5,2455
phenta,fenta,character_substitution,2,2458
etorag,etirag,character_substitution,1,2459
amoxytek,amexitec,phonetic_substitution,3,2461
imoclav,imaclav,character_substitution,1,2464
flexiday,flexidae,character_substitution,1,2465
hepano,hipano,character_substitution,1,2467
emglobulin,amglobulin,character_substitution,1,2473
flusaint,flucent,phonetic_substitution,3,2474
healthcare,health,segmentation_error,4,2475
atenodip,atenadip,character_substitution,1,2476
healthcare,health,segmentation_error,4,2476
esamlovin,sm,segmentation_error,7,2477
dorzolamide,dorsolemide,character_substitution,2,2478
olenix,olnix,character_substitution,1,2482
gesicain,jessicane,word_level_error,4,2483
eldep,ldep,character_substitution,1,2487
ampilox,ampelox,character_substitution,1,2488
asodef,sotaf,word_level_error,3,2492
clamin,klamen,character_substitution,2,2493
sea,c,character_insertion_deletion,3,2494
healthcare,health,segmentation_error,4,2497
indodec,endodec,character_substitution,1,2498
tab,,character_insertion_deletion,3,2499
lynparza,linpaza,character_substitution,2,2501
olee,olifote,word_level_error,4,2503
forte,,segmentation_error,5,2503
monnieri,moneri,character_insertion_deletion,2,2506
cutaz,cute,character_substitution,2,2507
healthcare,health,segmentation_error,4,2507
covihalt,cavihalt,character_substitution,1,2508
actif,activ,character_substitution,1,2510
diltiazem,dulceas,word_level_error,6,2513
novaroxim,novaroxime,character_substitution,1,2514
insulin,insulin-glogin,phonetic_substitution,7,2516
ommac,elmac,character_substitution,2,2517
lycosum,lycossom,character_substitution,2,2518
complevit,komplev,character_insertion_deletion,3,2519
chlorizok,chlorisoc,character_substitution,2,2520
rischro,rishro,character_substitution,1,2522
syr,x,character_insertion_deletion,3,2525
flutex,flutax,character_substitution,1,2528
sennoside,cenoside,character_substitution,2,2529
everzyme,evazime,word_level_error,3,2530
onasemnogene,anise,segmentation_error,9,2531
abeparvovec,no,segmentation_error,10,2531
tab,,character_insertion_deletion,3,2534
tadalgress,tattlegrass,phonetic_substitution,4,2535
cetrimide,cetramide,character_substitution,1,2536
fresotig,fresatig,character_substitution,1,2539
healthcare,health,segmentation_error,4,2542
bericort,burecourt,phonetic_substitution,3,2542
results,result,character_substitution,1,2542
levisign,levisine,character_substitution,2,2543
dryl,drillplus,segmentation_error,6,2544
erlotaz,erlotas,character_substitution,1,2545
doxytar,doxeter,character_substitution,2,2547
healthcare,health,segmentation_error,4,2547
orbenin,orbanin,character_substitution,1,2549
gel,gl,character_substitution,1,2550
flurbiprofen,flobiprofen,character_substitution,2,2551
lctv,lctvs,character_substitution,1,2553
syr,to,word_level_error,3,2553
cetostearyl,cetosterol,character_substitution,2,2558
ii,roman,word_level_error,5,2560
healthcare,health,segmentation_error,4,2563
enfapro,infapro,character_substitution,1,2565
kargip,cargip,character_substitution,1,2569
lecvis,lekvis,character_substitution,1,2571
digeplex,digeplex-tlb,phonetic_substitution,4,2572
tab,,character_insertion_deletion,3,2572
dicet,disset,character_substitution,2,2573
kyodent,chiodent,word_level_error,3,2576
ecomet,ecom,character_insertion_deletion,2,2579
martiz,mart,character_insertion_deletion,2,2580
cognicent,cognizant,character_substitution,2,2583
healthcare,health,segmentation_error,4,2584
healthcare,health,segmentation_error,4,2586
dapoxim,depoxym,character_substitution,2,2587
ketotifen,ketotyphan,phonetic_substitution,4,2588
epcon,apkin,word_level_error,3,2589
dasiglucagon,daciglucagon,character_substitution,1,2590
lopresor,lopressor,character_substitution,1,2592
solifav,salafav,character_substitution,2,2594
zolinox,xalanox,word_level_error,3,2595
ferritop,ferritopede,character_insertion_deletion,3,2598
paed,sir,word_level_error,4,2598
syr,,character_insertion_deletion,3,2598
healthcare,health,segmentation_error,4,2598
alpam,alpone,phonetic_substitution,3,2603
nefrofast,nephrofast,character_substitution,2,2605
procalm,procom,character_substitution,2,2607
phosphatidyl,phosphatidylcholine,phonetic_substitution,7,2608
tegaserod,tegucerat,phonetic_substitution,4,2610
auridzyme,aurozyme,character_substitution,2,2611
wesprot,westprod,character_substitution,2,2612
tab,,character_insertion_deletion,3,2613
healthcare,health,segmentation_error,4,2615
haloprogin,haloprogene,character_substitution,2,2619
healthcare,health,segmentation_error,4,2621
tocainide,tocanide,character_substitution,1,2621
mecasermin,mecocermin,character_substitution,2,2622
palocit,palisade,phonetic_substitution,5,2623
abrus,a,segmentation_error,4,2624
precatorius,bruise,segmentation_error,9,2624
pancef,panceph,character_substitution,2,2628
zulpride,zolpride,character_substitution,1,2630
ikestatina,ixtatina,character_insertion_deletion,3,2631
healthcare,health,segmentation_error,4,2632
ticinex,t-sanex,phonetic_substitution,3,2633
arcinet,arsenate,phonetic_substitution,4,2635
enteroshield,enterashield,character_substitution,1,2639
nadifloxacin,natafloxacin,character_substitution,2,2640
cefera,sephira,word_level_error,4,2641
trazonil,trazanil,character_substitution,1,2643
healthcare,health,segmentation_error,4,2645
duolin,dulenry,word_level_error,4,2647
bactoclav,bacteclav,character_substitution,1,2648
moxikem,moxacum,phonetic_substitution,3,2649
novacortil,novacort,character_insertion_deletion,2,2650
amicon,amikin,character_substitution,2,2651
alunbrig,elanbrig,character_substitution,2,2654
ferikind,ferakind,character_substitution,1,2659
palifermin,palifemin,character_substitution,1,2661
refzil,revzil,character_substitution,1,2662
metarmin,metamin,character_substitution,1,2665
inj,inge,character_substitution,2,2665
cipnus,cypnus,character_substitution,1,2669
korygel,corigil,word_level_error,3,2671
healthcare,health,segmentation_error,4,2672
syr,,character_insertion_deletion,3,2673
biaxin,vyxin,word_level_error,3,2675
zator,zater,character_substitution,1,2676
telminorm,telmenorm,character_substitution,1,2677
bronchodilator,,segmentation_error,14,2679
healthcare,health,segmentation_error,4,2683
elmes,elmiz,character_substitution,2,2683
actocef,actosyph,phonetic_substitution,4,2684
healthcare,health,segmentation_error,4,2684
rebaudiana,rubodiana,phonetic_substitution,3,2685
amimost,amimos,character_substitution,1,2686
jasnic,jasnick,character_substitution,1,2687
iptacopan,iptacop,character_insertion_deletion,2,2688
rhinorest,rhinois,character_insertion_deletion,3,2690
sovit,sovet,character_substitution,1,2691
activ,active,character_substitution,1,2691
angizem,angeism,phonetic_substitution,3,2693
micronac,micronec,character_substitution,1,2694
healthcare,health,segmentation_error,4,2697
tiomist,to,segmentation_error,5,2697
novocart,miss,segmentation_error,8,2697
ledent,leadent,character_substitution,1,2698
painil,peniel,phonetic_substitution,3,2700
vioform,viaform,character_substitution,1,2704
avytor,avitor,character_substitution,1,2706
agenerase,hnras,segmentation_error,5,2709
syr,4xdz,word_level_error,4,2711
neurotrat,neurotret,character_substitution,1,2712
salcare,salchere,character_substitution,2,2715
healthcare,health,segmentation_error,4,2717
pecophylin,pecofilin,phonetic_substitution,3,2719
cansis,cancers,word_level_error,3,2721
cephalexin,cefolaxin,phonetic_substitution,4,2726
ix,roman,word_level_error,5,2727
hemophilia,haemophilia,character_substitution,1,2727
ofloxacin,ofluxacin,character_substitution,1,2729
roen,rhone,phonetic_substitution,3,2731
cinoxacin,synexacin,word_level_error,3,2732
dolobak,dolabak,character_substitution,1,2733
hydil,hydal,character_substitution,1,2737
wycid,ysid,character_substitution,2,2739
uriflax,your,word_level_error,7,2744
etoplex,ediplex,character_substitution,2,2745
logihair,la,segmentation_error,6,2746
cap,jaire,word_level_error,4,2746
bomeza,bomsa,character_substitution,2,2747
syr,sir,character_substitution,1,2748
prenor,prinor,character_substitution,1,2749
gynonys,gynanese,phonetic_substitution,3,2750
movacalm,movecom,word_level_error,3,2752
iron,iron-dextrin,segmentation_error,8,2753
dextran,,segmentation_error,7,2753
healthcare,health,segmentation_error,4,2754
zucox,zuccox,character_substitution,1,2756
carloc,carlock,character_substitution,1,2757
healthcare,health,segmentation_error,4,2757
pegvel,pegvil,character_substitution,1,2760
merizole,marazol,phonetic_substitution,3,2761
cislasta,cyslasta,character_substitution,1,2762
levosulpiride,leva-sulpirid-sr,phonetic_substitution,5,2763
sr,,character_insertion_deletion,2,2763
piperita,pyprita,character_substitution,2,2764
syr,,character_insertion_deletion,3,2766
ofloxacin,oflixacin,character_substitution,1,2769
healthcare,health,segmentation_error,4,2769
genka,janka,character_substitution,2,2770
tab,,character_insertion_deletion,3,2771
cap,caplocod,segmentation_error,5,2774
loc,,character_insertion_deletion,3,2774
healthcare,health,segmentation_error,4,2774
forte,memforte,character_insertion_deletion,3,2779
benz,bents,character_substitution,2,2780
dribsil,dripsil,character_substitution,1,2781
dimet,dimit,character_substitution,1,2782
kafocin,cafosin,character_substitution,2,2784
suaveolens,sovolans,phonetic_substitution,4,2785
imipenem,imipnum,character_substitution,2,2787
sepexin,cepixin,character_substitution,2,2789
healthcare,health,segmentation_error,4,2790
hafoos,hafu's,character_substitution,2,2791
healthcare,health,segmentation_error,4,2794
ec,e,character_substitution,1,2797
healthcare,health,segmentation_error,4,2798
predera,prudura,character_substitution,2,2799
neuppi,nupi,character_insertion_deletion,2,2800
sukal,sucal,character_substitution,1,2801
susp,c-sus,word_level_error,3,2804
healthcare,health,segmentation_error,4,2805
alwo,olwo,character_substitution,1,2806
fluzolam,fluzelam,character_substitution,1,2809
cesiran,cesarin,character_substitution,2,2810
irosym,iracem,phonetic_substitution,3,2811
fepot,vipatsa,word_level_error,5,2814
syr,,character_insertion_deletion,3,2814
oximin,oxamine,character_substitution,2,2816
haloday,halidae,character_substitution,2,2819
tab,,character_insertion_deletion,3,2821
healthcare,health,segmentation_error,4,2823
skincare,skin,segmentation_error,4,2825
zeftrizal,zeftrazole,phonetic_substitution,3,2827
healthcare,health,segmentation_error,4,2829
anxipan,enxapan,character_substitution,2,2831
shalgesic,shalgizic,character_substitution,2,2833
palther,powder,word_level_error,4,2834
vitrace,vitres,phonetic_substitution,3,2836
newpenem,nupenem,character_substitution,2,2837
frend,friend,character_substitution,1,2838
neurocin,neuras,word_level_error,4,2839
susp,d-susp,character_insertion_deletion,2,2840
jenuron,genurin,character_substitution,2,2841
calmsac,commsec,word_level_error,3,2842
lypressin,liprocin,phonetic_substitution,4,2844
healthcare,health,segmentation_error,4,2845
odevixibat,odovixibat,character_substitution,1,2847
cholestasis,colstasis,character_insertion_deletion,2,2847
pfic,fic,character_substitution,1,2847
vitamin,vitam,character_insertion_deletion,2,2848
gofalcy,goful-c,phonetic_substitution,3,2849
healthcare,health,segmentation_error,4,2850
cap,,character_insertion_deletion,3,2852
healthcare,health,segmentation_error,4,2852
enq,ncap,word_level_error,4,2853
cap,,character_insertion_deletion,3,2853
fenoldopam,phenyl,segmentation_error,8,2855
chloride,,segmentation_error,8,2857
klusthair,clostia,word_level_error,5,2859
tetig,tetagyanj,segmentation_error,5,2860
inj,,character_insertion_deletion,3,2860
azod,azad,character_substitution,1,2862
healthcare,health,segmentation_error,4,2863
healthcare,health,segmentation_error,4,2864
healthcare,health,segmentation_error,4,2866
tab,,character_insertion_deletion,3,2867
scadis,scades,character_substitution,1,2870
healthcare,health,segmentation_error,4,2870
caesalpinia,cesalpinia,character_substitution,1,2871
digyna,digina,character_substitution,1,2871
gliclazide,gliclazidazole,phonetic_substitution,4,2872
sr,,character_insertion_deletion,2,2872
tab,,character_insertion_deletion,3,2873
remimazolam,rememazolam,character_substitution,1,2874
agalsidase,agalcidase,character_substitution,1,2875
antimalarial,anti-malarial,character_substitution,1,2876
healthcare,health,segmentation_error,4,2876
cosyntropin,cosentropin,character_substitution,1,2878
pisum,pissum,character_substitution,1,2882
skincare,skin,segmentation_error,4,2882
cekal,secletab,word_level_error,5,2883
tab,,character_insertion_deletion,3,2883
healthcare,health,segmentation_error,4,2884
biofolic,biopholic,character_substitution,2,2884
idarubicin,iterubicin,character_substitution,2,2887
d'acne,dacne,character_substitution,1,2888
syr,d,character_insertion_deletion,3,2890
racecadotril,rescadotril,word_level_error,3,2891
tripag,tripags,character_substitution,1,2892
axamef,aximov,phonetic_substitution,3,2894
delafloxacin,dilaphloxacin,phonetic_substitution,3,2895
meclan,meclin,character_substitution,1,2898
healthcare,health,segmentation_error,4,2899
aglocet,a,segmentation_error,6,2900
ofloxacin,ofluxacin,character_substitution,1,2902
broncodil,bronchodil,character_substitution,1,2904
merojan,merogen,character_substitution,2,2905
valure,valor,character_substitution,2,2907
tab,,character_insertion_deletion,3,2907
topamac,topimac,character_substitution,1,2909
tab,k-tab,character_insertion_deletion,2,2910
sarolife,seralife,character_substitution,2,2912
mirator,murator,character_substitution,1,2918
forent,fort,character_insertion_deletion,2,2919
tab,,character_insertion_deletion,3,2921
ethinyl,ethanol,character_substitution,2,2922
etonogestrel,etonidstrol,word_level_error,4,2922
provake,pravaig,phonetic_substitution,3,2923
sulfite,,segmentation_error,7,2924
healthcare,health,segmentation_error,4,2929
calib,calibcandy,segmentation_error,5,2930
kit,,character_insertion_deletion,3,2930
rayflur,raefler,character_substitution,2,2931
alkacel,alkazel,character_substitution,1,2932
emlinctus,mlynctus,character_substitution,2,2933
avecold,avicold,character_substitution,1,2937
lytgobi,let,segmentation_error,5,2940
phyllanthus,philanthus,character_substitution,2,2942
emblica,imblica,character_substitution,1,2942
clx,celex,character_insertion_deletion,2,2943
kosgan,koskin,character_substitution,2,2945
oxovaleric,,segmentation_error,10,2948
healthcare,health,segmentation_error,4,2949
neutram,neutrum,character_substitution,1,2951
healthcare,health,segmentation_error,4,2954
aldoril,alderol,character_substitution,2,2955
iotrolan,iatrolen,character_substitution,2,2956
excita,exceda,character_substitution,2,2960
pericam,paracam,character_substitution,2,2962
zodep,soda,word_level_error,3,2966
tab,lmtab,character_insertion_deletion,2,2967
alogliptin,elogliptin,character_substitution,1,2968
afinitor,affinita,phonetic_substitution,3,2972
reatix,redix,character_substitution,2,2973
celizaren,selazarin,word_level_error,3,2974
ketorolac,keterolac,character_substitution,1,2976
nonsteroidal,non-steroidal,character_substitution,1,2976
cefson,cefsin,character_substitution,1,2978
drotin,drotten,character_substitution,2,2980
justsleep,just,segmentation_error,5,2981
ocid,ossid,character_substitution,2,2982
kitpil,kipple,word_level_error,3,2985
alfabet,alphab,phonetic_substitution,4,2986
cefoxitin,cefixit,character_insertion_deletion,3,2987
interferon,interferon-alfican-1,phonetic_substitution,10,2988
qril,q,character_insertion_deletion,3,2989
healthcare,health,segmentation_error,4,2991
siliq,silic,character_substitution,1,2991
tab,,character_insertion_deletion,3,2994
cips,sips,character_substitution,1,2995
healthcare,health,segmentation_error,4,2998
cupric,capric,character_substitution,1,2999
genshyne,genshine,character_substitution,1,3004
hexisil,hexacel,phonetic_substitution,3,3005
albena,albina,character_substitution,1,3008
healthcare,health,segmentation_error,4,3012
cobimep,cobimab,character_substitution,2,3013
atmal,atmol,character_substitution,1,3014
moxikare,moxicare,character_substitution,1,3017
toremifene,tormyphine,phonetic_substitution,5,3018
dilnicon,dilnican,character_substitution,1,3022
nuzink,nusink,character_substitution,1,3025
syr,sir,character_substitution,1,3026
zoladex,xaladex,character_substitution,2,3028
nesiritide,nesiratide,character_substitution,1,3029
fumedil,fumadil,character_substitution,1,3030
zycalcit,zycolsit,character_substitution,2,3033
trocef,trocif,character_substitution,1,3037
healthcare,health,segmentation_error,4,3038
elucin,ellucine,character_insertion_deletion,2,3039
coal,coaltar,character_insertion_deletion,3,3040
tar,,character_insertion_deletion,3,3040
tab,,character_insertion_deletion,3,3042
healthcare,health,segmentation_error,4,3045
starcoxib,starkexib,character_substitution,2,3045
antithrombin,antithromb,character_insertion_deletion,2,3049
alfa,ben,word_level_error,4,3049
ec,,character_insertion_deletion,2,3051
healthcare,health,segmentation_error,4,3054
docosa,docosacp,character_insertion_deletion,2,3055
cap,,character_insertion_deletion,3,3055
healthcare,health,segmentation_error,4,3055
ofloxacin,afluxacin,character_substitution,2,3056
tab,,character_insertion_deletion,3,3056
folifact,follifact,character_substitution,1,3057
arshonyt,archinite,phonetic_substitution,4,3058
izoflux,isoflux,character_substitution,1,3059
tazoter,tazota,character_substitution,2,3061
healthcare,health,segmentation_error,4,3062
gabator,gabater,character_substitution,1,3063
netilmicin,nettle,segmentation_error,6,3064
flortaucipir,photosypio,word_level_error,8,3065
pet,pd,character_substitution,2,3065
healthcare,health,segmentation_error,4,3067
nepafenac,nepafnac,character_substitution,1,3071
methsuximide,medsixim,phonetic_substitution,6,3074
allbrim,albrim,character_substitution,1,3075
cetilistat,cetylist,character_insertion_deletion,3,3076
javit,javid,character_substitution,1,3080
cerivastatin,cerevastatin,character_substitution,1,3083
flurbiprofen,flobiprofen,character_substitution,2,3087
nonsteroidal,non-steroidal,character_substitution,1,3087
nuazy,newaz,phonetic_substitution,3,3090
avirox,averox,character_substitution,1,3092
lithohenz,lithohense,character_substitution,2,3094
diosmin,diazmine,phonetic_substitution,3,3101
gel,,character_insertion_deletion,3,3102
tab,,character_insertion_deletion,3,3108
besifloxacin,baciflex,phonetic_substitution,7,3109
dromil,dremel,character_substitution,2,3112
casclav,cusclav,character_substitution,1,3113
healthcare,health,segmentation_error,4,3113
gliclafin,gliclofen,character_substitution,2,3114
susp,,segmentation_error,4,3115
penclav,penclave,character_substitution,1,3121
syr,dsyr,character_substitution,1,3122
ezerem,ezerim,character_substitution,1,3123
healthcare,health,segmentation_error,4,3123
pdfresh,pd-fresh,character_substitution,1,3125
isonorm,isinorm,character_substitution,1,3128
healthcare,health,segmentation_error,4,3130
glasdegib,glastigib,character_substitution,2,3132
mefenamic,methanamic,word_level_error,3,3133
flucirup,flucerop,character_substitution,2,3134
ezeepara,ezipara,character_substitution,2,3136
luvsco,lovesco,character_substitution,2,3139
clotech,klotek,word_level_error,3,3142
cuflox,cufflocks,phonetic_substitution,4,3143
monolosin,monolacin,character_substitution,2,3144
healthcare,health,segmentation_error,4,3146
rowm,rome,character_substitution,2,3148
testonos,testono's,character_substitution,1,3149
crotan,crotin,character_substitution,1,3150
amizen,amazin,character_substitution,2,3151
orofer,oropher,character_substitution,2,3152
ofloxacin,ofluxacin,character_substitution,1,3153
healthcare,health,segmentation_error,4,3154
attp,a,character_insertion_deletion,3,3155
cablivi,cablovie,character_substitution,2,3155
healthcare,health,segmentation_error,4,3156
nutam,nutanforte,segmentation_error,6,3156
forte,,segmentation_error,5,3156
fegem,fejm,character_substitution,2,3158
ticlovil,ticlovel,character_substitution,1,3159
healthcare,health,segmentation_error,4,3159
adecon,adekin,character_substitution,2,3162
riomega,riomga,character_substitution,1,3164
healthcare,health,segmentation_error,4,3164
toprisun,taprisan,character_substitution,2,3165
ofloxacin,aflixacin,character_substitution,2,3166
ofloxacin,off,segmentation_error,7,3167
vansan,vansen,character_substitution,1,3168
penegra,panegra,character_substitution,1,3170
adlor,adler,character_substitution,1,3173
vobit,vabet,character_substitution,2,3175
betacap,beta-cap,character_substitution,1,3176
pgpax,p,segmentation_error,4,3177
nonsteroidal,non-steroidal,character_substitution,1,3178
gennomax,genomax,character_substitution,1,3179
serne,cern,character_substitution,2,3180
orva,ova,character_substitution,1,3181
hydroxocobalamin,hydroxacyl,phonetic_substitution,8,3182
norex,norrex,character_substitution,1,3185
loar,lure,phonetic_substitution,3,3189
esnopil,asnopel-tab,segmentation_error,6,3190
tab,,character_insertion_deletion,3,3190
irinotecan,ironotkin,phonetic_substitution,4,3192
primox,pramox,character_substitution,1,3193
relimidex,rilamidex,character_substitution,2,3196
crystodigin,crystidigin,character_substitution,1,3199
