correct,asr,error_type,edit_distance,sentence_idx
spinospas,spinospis,character_substitution,1,968
tryptacare-h,triptek,phonetic_substitution,7,969
,rh,character_insertion_deletion,2,969
norlut-n,nolaten,word_level_error,3,970
telcer-h,telser,character_insertion_deletion,3,971
,h,character_substitution,1,971
oflostar,ophlostar,character_substitution,2,972
ajowan,agarwan,word_level_error,3,973
feri-max,ferriamax,character_substitution,2,974
kokkos,kakos,character_substitution,2,975
healthcare,health,segmentation_error,4,976
,care,segmentation_error,4,976
pacetaker,pasotaker,character_substitution,2,976
butabarb,butobarb,character_substitution,1,977
ipratropium,ippertropium,phonetic_substitution,3,978
speednac,speedknot,word_level_error,3,979
doxacurium,doxycurium,character_substitution,1,980
floxitril-oz,phloxytrilose,word_level_error,6,981
,e,character_substitution,1,981
ofloxacin,afloxacin,character_substitution,1,981
,you,character_insertion_deletion,3,981
alogliptin,olagliptin,character_substitution,2,982
livoxa,levoxa,character_substitution,1,983
glimepiride,glymperid,phonetic_substitution,4,984
acetyl-dl-methionine,acetaldehylmethion,phonetic_substitution,9,985
,and,character_insertion_deletion,3,985
omega-3-carboxylic,omega-3,segmentation_error,11,986
,carboxylic,segmentation_error,10,986
oculor,ocular,character_substitution,1,987
namgem,namjum,character_substitution,2,988
valdecoxib,valdicox,character_insertion_deletion,3,989
in,ibn,character_substitution,1,989
well-documented,well,segmentation_error,11,989
,documented,segmentation_error,10,989
mytox-a,mitalk,word_level_error,5,990
,say,character_insertion_deletion,3,990
sleepwell-s,sleep,segmentation_error,6,991
,wellest,segmentation_error,7,991
fenoldopam,phenyldopam,word_level_error,3,992
hymin,hymen,character_substitution,1,993
aplet,applet,character_substitution,1,994
sulphate,sulfate,character_substitution,2,995
trymoto-forte,trimoto,phonetic_substitution,7,996
,forte,segmentation_error,5,996
lupimon-l,lupamin,phonetic_substitution,4,997
tab,l-tab,character_insertion_deletion,2,997
levocetirizine,levostirazine,phonetic_substitution,3,997
clavrel-ds,claviral,phonetic_substitution,5,998
,diaz,segmentation_error,4,998
healthcare,health,segmentation_error,4,998
,care,segmentation_error,4,998
alerchek-od,elechiko,word_level_error,5,999
,d,character_substitution,1,999
nutiva-pro,nutavipare,phonetic_substitution,5,1000
plant-based,plant,phonetic_substitution,6,1000
,based,segmentation_error,5,1000
dior-sr,diuresar,phonetic_substitution,3,1001
oripect-cc,oripac,phonetic_substitution,5,1002
,cc,character_insertion_deletion,2,1002
jesduvroq,jezdavrak,phonetic_substitution,4,1003
axocold,axicold,character_substitution,1,1004
a,a2z,character_insertion_deletion,2,1005
to,,character_insertion_deletion,2,1005
z,,character_substitution,1,1005
marpro-z,marpro's,character_substitution,2,1006
,e,character_substitution,1,1006
piptal,piptol,character_substitution,1,1007
pentosan,pentosin,character_substitution,1,1008
meco-g,meikoji,phonetic_substitution,4,1009
afamelanotide,of,segmentation_error,12,1010
,famelinotide,segmentation_error,12,1010
vaxprine,vaxprein,character_substitution,2,1011
clav-cill,clavisil,phonetic_substitution,3,1012
amoxicillin,amexicillin,character_substitution,1,1012
chymonac,chimanak,phonetic_substitution,3,1013
healthcare,health,segmentation_error,4,1014
,care,segmentation_error,4,1014
ecanol,econol,character_substitution,1,1014
arodryl,aradryl,character_substitution,1,1015
hypa-d,hyperd,character_substitution,2,1016
ginkocare,ginkacare,character_substitution,1,1017
relifen-sp,rilipin,phonetic_substitution,6,1018
,sb,character_insertion_deletion,2,1018
oflo-oz,afloosi,word_level_error,4,1019
sulfate,sulphate,character_substitution,2,1020
ubimeth,eubimeth,character_substitution,1,1021
azipos,azepose,character_substitution,2,1022
nexovas-tm,nexova's,phonetic_substitution,4,1023
,tm,character_insertion_deletion,2,1023
pargyline,pargoline,character_substitution,1,1024
airtec-fb,ertikiv,word_level_error,7,1025
,be,character_insertion_deletion,2,1025
asmeth-g,azimuth,phonetic_substitution,5,1026
healthcare,health,segmentation_error,4,1027
,care,segmentation_error,4,1027
voyse,voice,character_substitution,2,1027
healthcare,health,segmentation_error,4,1028
,care,segmentation_error,4,1028
lartan-h,lart,segmentation_error,4,1028
glimpi-mv,glympi,phonetic_substitution,4,1029
,mv,character_insertion_deletion,2,1029
nimodipine,nimidipine,character_substitution,1,1030
hemorrhage,haemorrhage,character_substitution,1,1030
rhinend,rhin-and-so,phonetic_substitution,5,1031
syr,,character_insertion_deletion,3,1031
healthcare,health,segmentation_error,4,1032
,care,segmentation_error,4,1032
ebexid-b,,segmentation_error,8,1032
seacod,c-cod,word_level_error,3,1033
liqd,licht,phonetic_substitution,3,1033
tetraborate,tetrabarate,character_substitution,1,1034
benidin-m,benidenem,character_substitution,2,1035
nency-md,nensium,phonetic_substitution,4,1036
,d,character_substitution,1,1036
prosfer-xt,prosfer-xd,character_substitution,1,1037
hedyotis,hediotes,character_substitution,2,1038
corymbosa,corumbosa,character_substitution,1,1038
colmox,comox,character_substitution,1,1039
ontil,ontol,character_substitution,1,1040
osimertinib,osimertin,character_insertion_deletion,2,1041
mesylate,ibmesylate,character_insertion_deletion,2,1041
religem,religeum,character_substitution,1,1042
forzest,forzist,character_substitution,1,1043
amoxicillin,amexicillin,character_substitution,1,1044
gastracaine,gastrocaine,character_substitution,1,1045
fightox,phytox,word_level_error,4,1046
dry,doasyr,word_level_error,4,1046
syr,,character_insertion_deletion,3,1046
tramopic-sr,tramopic,character_insertion_deletion,3,1047
,sr,character_insertion_deletion,2,1047
glycopyrronium,glycuperonium,phonetic_substitution,3,1048
vepra-d,vipra-d,character_substitution,1,1049
cinoxacin,synexacin,word_level_error,3,1050
anti-d,anti-d-gamma,phonetic_substitution,6,1051
gamma,,segmentation_error,5,1051
3350,,segmentation_error,4,1052
lorfast-am,lorfaste,character_insertion_deletion,3,1053
syr,msyr,character_substitution,1,1053
pinacidil,penicidyl,phonetic_substitution,3,1054
cyscolin,siskelin,word_level_error,4,1055
taxitorin,taxotorin,character_substitution,1,1056
amcloxin,amclixin,character_substitution,1,1057
breatholline,breathalyne,phonetic_substitution,3,1058
pharcid-dsr,farset,segmentation_error,9,1059
,dsr,character_insertion_deletion,3,1059
onza,anza,character_substitution,1,1060
methylberry-lc,methyl,segmentation_error,8,1061
,berry,segmentation_error,5,1061
,lc,character_insertion_deletion,2,1061
brento,brentolict,phonetic_substitution,4,1062
liqd,,segmentation_error,4,1062
woflox-oz,wafloxos,phonetic_substitution,3,1063
,e,character_substitution,1,1063
healthcare,health,segmentation_error,4,1063
,care,segmentation_error,4,1063
cetzet,setsit,word_level_error,3,1064
cofsy-ls,coff-cls-cir,phonetic_substitution,7,1065
syr,,character_insertion_deletion,3,1065
levosalbutamol,levazalbutamyl,phonetic_substitution,3,1065
floxar-oz,phloxar,word_level_error,5,1066
tab,,character_insertion_deletion,3,1066
ofloxacin,ofluxacin,character_substitution,1,1066
betzee-s,betsy,word_level_error,5,1067
gramogyl,gramigel-tab,phonetic_substitution,6,1068
tab,,character_insertion_deletion,3,1068
dorafem,doraefam,character_substitution,2,1069
pantodell,pantodon,phonetic_substitution,3,1070
tremidon,tremadin,character_substitution,2,1071
lerka,lurca,character_substitution,2,1072
c-prox-lb,cprox,phonetic_substitution,4,1074
,lb,character_insertion_deletion,2,1074
celastrus,celestris,character_substitution,2,1075
cognitive-enhancing,cognitive,phonetic_substitution,10,1075
,enhancing,segmentation_error,9,1075
talocin-oz,talisanas,phonetic_substitution,6,1076
tolterodine,tolteridine,character_substitution,1,1077
l-tartrate,l-tart,phonetic_substitution,4,1077
healthcare,health,segmentation_error,4,1077
,care,segmentation_error,4,1077
alltensive-h,altensive,character_insertion_deletion,3,1078
,h,character_substitution,1,1078
dalet-gm,dalgium,word_level_error,4,1079
reonate-200,reonate,phonetic_substitution,4,1080
,2,character_substitution,1,1080
,100,character_insertion_deletion,3,1080
ddavp,ddaf,character_substitution,2,1081
loviroc,laviroc,character_substitution,1,1082
deflortin,diflortin,character_substitution,1,1083
genrab-l,genrabel,character_substitution,1,1084
artrin-l,artranel,character_substitution,2,1085
healthcare,health,segmentation_error,4,1086
,care,segmentation_error,4,1086
grapzone-t,grapsone,character_insertion_deletion,3,1086
,t,character_substitution,1,1086
fidonal,fadonal,character_substitution,1,1087
naclomol-k,naclomol,character_insertion_deletion,2,1088
,k,character_substitution,1,1088
artemether,artimether,character_substitution,1,1089
intraflox-oz,intrafloxos,character_substitution,2,1090
,e,character_substitution,1,1090
healthcare,health,segmentation_error,4,1091
,care,segmentation_error,4,1091
dyrade-m,diarrhaid,word_level_error,7,1091
ds,mds,character_substitution,1,1091
ulyses,ulysses,character_substitution,1,1092
cefzox-tz,cefsux,phonetic_substitution,5,1093
,dz,character_insertion_deletion,2,1093
healthcare,health,segmentation_error,4,1094
,care,segmentation_error,4,1094
kansel-ds,cancelds,word_level_error,3,1094
oflopip-o,oflopipotab,phonetic_substitution,4,1095
tab,,character_insertion_deletion,3,1095
ofloxacin,ofluxacin,character_substitution,1,1095
anatyl-d,anatil,character_insertion_deletion,3,1096
,d,character_substitution,1,1096
choloxin,colixin,character_substitution,2,1097
reditux-ra,rodetoxera,phonetic_substitution,4,1098
chlorthalidone,chlorothalidone,character_substitution,1,1099
betaxolol,beta-xylol,character_substitution,2,1099
methenamine,methanamine,character_substitution,1,1100
hippurate,hipurate,character_substitution,1,1100
sudin,suden,character_substitution,1,1101
kid,kidplus,segmentation_error,4,1101
axeclo-mr,exceclo,word_level_error,5,1102
,mr,character_insertion_deletion,2,1102
asclav,esclave,character_substitution,2,1103
healthcare,health,segmentation_error,4,1103
,care,segmentation_error,4,1103
amrinone,amrinon,character_substitution,1,1104
faxtin-a,faxtin,character_insertion_deletion,2,1105
actobal-m,actable,phonetic_substitution,4,1106
,m,character_substitution,1,1106
t-110,t110,character_substitution,1,1107
oxalic-nz,oxalicin,character_substitution,2,1108
eleron,elrin,character_substitution,2,1109
syr,sir,character_substitution,1,1109
jetra-p,jitra,character_insertion_deletion,3,1110
,p,character_substitution,1,1110
vedolizumab,vetalizumab,character_substitution,2,1111
tenofovir,tenofovir-disaproxil,phonetic_substitution,11,1112
disoproxil,,segmentation_error,10,1112
fumarate,,segmentation_error,8,1112
argatroban,argotrobin,character_substitution,2,1113
cefder-cv,ceftocv,word_level_error,4,1114
cefixime,civixime,character_substitution,2,1114
elranatamab,l-renatamab,word_level_error,3,1115
lopra-d,lopra,character_insertion_deletion,2,1116
,d,character_substitution,1,1116
capsovit,capsavit,character_substitution,1,1117
p-500,p5,character_insertion_deletion,3,1118
,100,character_insertion_deletion,3,1118
eminaz,m,segmentation_error,5,1119
,as,character_insertion_deletion,2,1119
healthcare,health,segmentation_error,4,1119
,care,segmentation_error,4,1119
probitor,provider,phonetic_substitution,3,1120
toremifene,tormyphene,phonetic_substitution,4,1121
iodoxamate,iadoxamate,character_substitution,1,1122
meglumine,megalamine,character_substitution,2,1122
psoralea,ceralia,word_level_error,4,1123
corylifolia,corallifolia,character_substitution,2,1123
spasact,spasect,character_substitution,1,1124
tab,tiv-b,character_insertion_deletion,3,1124
,roman,segmentation_error,5,1125
ixovit,iksavit,phonetic_substitution,3,1126
,plus,segmentation_error,4,1126
ceftop-dt,ceftoptiti,phonetic_substitution,3,1127
big-ap,bijp,character_insertion_deletion,3,1128
fourderm-af,vordermaeve,word_level_error,6,1129
acrivastine,acrevastine,character_substitution,1,1130
difirn,different,phonetic_substitution,4,1131
cal-cz,clc-zsys,word_level_error,6,1132
susp,,segmentation_error,4,1132
bronkosol,broncosol,character_substitution,1,1133
levobunolol,levobunilol,character_substitution,1,1134
myfortic,mifotic,character_substitution,2,1135
diofer-z,diofazine,word_level_error,5,1136
lifored,lifford,character_substitution,2,1137
rbcel-od,arbicel-od,character_insertion_deletion,2,1138
alfavit,alphavit,character_substitution,2,1139
forcan,4-can,word_level_error,3,1140
amiwall,amoal,character_insertion_deletion,3,1141
mappan,mapan,character_substitution,1,1142
ciboz,cbos,character_substitution,2,1143
sr-red,sred,character_insertion_deletion,2,1144
sulphate,sulfate,character_substitution,2,1144
telithromycin,telethromycin,character_substitution,1,1145
dam-spas,dm,segmentation_error,6,1146
,spas,segmentation_error,4,1146
ofloxacin,afluxacin,character_substitution,2,1147
aspasweet,sbas,segmentation_error,6,1148
,weed,segmentation_error,4,1148
doxazosin,duxazos,character_insertion_deletion,3,1149
,in,character_insertion_deletion,2,1149
vitexid,vyxid,character_insertion_deletion,3,1150
finoflox,phenoflox,word_level_error,3,1151
healthcare,health,segmentation_error,4,1152
,care,segmentation_error,4,1152
ortho-novum,ortho,segmentation_error,6,1152
1,novum,segmentation_error,5,1152
80,1-8028,segmentation_error,4,1152
28,,character_insertion_deletion,2,1152
safepraz,safebrass,phonetic_substitution,3,1153
nerv,nerve,character_substitution,1,1154
malkure,malcure,character_substitution,1,1155
doxylin-dt,doxilin,phonetic_substitution,4,1156
,dt,character_insertion_deletion,2,1156
healthcare,health,segmentation_error,4,1156
,care,segmentation_error,4,1156
fondaflo,fundaflo,character_substitution,1,1157
sr,s-r,character_substitution,1,1158
jectocos,jectoco's,character_substitution,1,1159
sufital,sufidol,character_substitution,2,1160
mylitrans,myelotrans,character_substitution,2,1161
rosudel-a,rosidil-a,character_substitution,2,1162
revize,revise,character_substitution,1,1163
sizonorm,sisonorm,character_substitution,1,1164
calx,calcs,character_substitution,2,1165
ao-7,ao7,character_substitution,1,1166
above-5,above,character_insertion_deletion,2,1167
,5,character_substitution,1,1167
ranwin,ranwen,character_substitution,1,1168
flurazepam,fluorizepam,character_substitution,2,1169
nvit-l,envitel,character_substitution,2,1170
benzhydrocodone,benhydrocodone,character_substitution,1,1171
tresil,trestle,character_substitution,2,1172
cetuximab,cetiximab,character_substitution,1,1173
glutaup,glutop,character_substitution,2,1174
alpraquil,alprequil,character_substitution,1,1175
vortuxi,vortex-e,phonetic_substitution,3,1176
mencevax,mensivax,character_substitution,2,1177
micronised,micronized,character_substitution,1,1178
belgest,belgus,character_substitution,2,1179
rapid-o,rapido,character_substitution,1,1180
ofloxacin,ofluxacin,character_substitution,1,1180
sobisis,sabacy's,phonetic_substitution,5,1181
alto-tc,alto,character_insertion_deletion,3,1182
,tc,character_insertion_deletion,2,1182
cutimin,cutamen,character_substitution,2,1183
jifon-cv,gfnc-v,word_level_error,5,1184
drixoral,trixeral,character_substitution,2,1185
temsirolimus,temsoralimus,character_substitution,2,1186
glargine,glagen,character_insertion_deletion,3,1187
long-acting,long,segmentation_error,7,1187
,acting,segmentation_error,6,1187
beeclav,biclav,character_substitution,2,1188
nutrialpha-fz,neutral,phonetic_substitution,8,1189
,firth,segmentation_error,5,1189
,c,character_substitution,1,1189
kabihep,cavihep,character_substitution,2,1190
ferium-50,ferium,character_insertion_deletion,3,1191
,fifty,segmentation_error,5,1191
humarap,humirap,character_substitution,1,1192
taloryl-d,talarelde,phonetic_substitution,4,1193
cardivas-cr,cardivaz,phonetic_substitution,4,1194
,cr,character_insertion_deletion,2,1194
healthcare,health,segmentation_error,4,1194
,care,segmentation_error,4,1194
melinton,melatonin,word_level_error,4,1195
healthcare,health,segmentation_error,4,1195
,care,segmentation_error,4,1195
sular,suler,character_substitution,1,1196
c-win,cwin,character_substitution,1,1197
pozelimab-bbfg,poslimab-bbf-g,phonetic_substitution,3,1198
sulpitac,sulpytac,character_substitution,1,1199
rapacuronium,rapicuronium,character_substitution,1,1200
rocin,rawson,phonetic_substitution,4,1201
nuwin-g,new,segmentation_error,5,1202
,win,character_insertion_deletion,3,1202
,g,character_substitution,1,1202
nasorest,nasos,character_insertion_deletion,3,1203
2,two,character_insertion_deletion,3,1204
pyrazinamide,parazenamide,character_substitution,2,1204
relbovin,robovin,character_substitution,2,1205
celin-r,selenar,word_level_error,3,1206
tolomate,ptolemaic,word_level_error,4,1207
sulfosalicylate,sulfasalicylate,character_substitution,1,1208
ritodrine,ritidrine,character_substitution,1,1209
avm,a,character_insertion_deletion,2,1210
syr,vm-ser,word_level_error,4,1210
ambisome,ambisum,character_substitution,2,1211
hamycin,hemicin,character_substitution,2,1212
pinaverium,pinnivirium,phonetic_substitution,3,1213
zimnil,zymnil,character_substitution,1,1214
fopina,vapina,character_substitution,2,1215
plus,,segmentation_error,4,1216
dexit-e,dixity,phonetic_substitution,3,1217
lasole,lassal,phonetic_substitution,3,1218
vitolac,vitilac,character_substitution,1,1219
fluzeet,fluzeed,character_substitution,1,1220
prostrata,prostata,character_substitution,1,1221
adequet,adekay,word_level_error,4,1222
calidex,calodex,character_substitution,1,1223
ferobrim,ferrobrim,character_substitution,1,1224
healthcare,health,segmentation_error,4,1225
,care,segmentation_error,4,1225
alimemazine,a,segmentation_error,10,1225
,limamazine,segmentation_error,10,1225
intajac,intagac,character_substitution,1,1226
widely-used,widely,segmentation_error,5,1226
,used,segmentation_error,4,1226
acewok-p,a,segmentation_error,7,1227
,swog-p,segmentation_error,6,1227
healthcare,health,segmentation_error,4,1228
,care,segmentation_error,4,1228
oxalod-oz,oxaletos,phonetic_substitution,4,1228
,e,character_substitution,1,1228
benzylpenicillin,benzopenicillin,character_substitution,2,1229
promega-369,promga-3-169,phonetic_substitution,3,1230
diapride-m,diapridem,character_substitution,1,1231
roppi-d,rappi,character_insertion_deletion,3,1232
,d,character_substitution,1,1232
ra,ratu-123,segmentation_error,6,1233
223,,character_insertion_deletion,3,1233
meperidine,mepiridine,character_substitution,1,1234
milical-xp,melecolex,phonetic_substitution,5,1235
,b,character_substitution,1,1235
cbc-pam,cbcpam,character_substitution,1,1236
re-cart,ricard,phonetic_substitution,3,1237
cypriq,cipric,character_substitution,2,1238
cutting-edge,cutting,phonetic_substitution,5,1238
,edge,segmentation_error,4,1238
resporal,respiral,character_substitution,1,1239
rabeprazole,raprozole,character_insertion_deletion,3,1240
celastrus,celastris,character_substitution,1,1241
healthcare,health,segmentation_error,4,1242
,care,segmentation_error,4,1242
surfaz,surfas,character_substitution,1,1242
molnatris,molnitris,character_substitution,1,1243
nudep-40,nudap40,character_substitution,2,1244
cefotetan,cefotin,character_insertion_deletion,3,1245
zamoxy-d,zymoxidil,phonetic_substitution,5,1246
acno,echnosymp,segmentation_error,6,1247
cap,,character_insertion_deletion,3,1247
cetilistat,setilis,word_level_error,4,1248
,that,segmentation_error,4,1248
,roman,segmentation_error,5,1249
dimenhydrinate,diamond,phonetic_substitution,10,1250
,hydronate,segmentation_error,9,1250
difenoxin,difnexin,character_substitution,2,1251
antidiarrheal,anti-diarrheal,character_substitution,1,1251
ventosym-bg,ventosim,phonetic_substitution,4,1252
,bg,character_insertion_deletion,2,1252
zofixi-of,xofixil,word_level_error,4,1253
,of,character_insertion_deletion,2,1253
lozisoft,lazosoft,character_substitution,2,1254
lmf-5,lmf5,character_substitution,1,1255
well-documented,well,segmentation_error,11,1255
,documented,segmentation_error,10,1255
regunac-dr,reganactia,phonetic_substitution,4,1256
obiless,albulus,word_level_error,5,1257
eltrombopag,eltram-balpag-alamine,phonetic_substitution,12,1258
olamine,,segmentation_error,7,1258
healthcare,health,segmentation_error,4,1258
,care,segmentation_error,4,1258
syr,sir,character_substitution,1,1259
aredia,iridia,character_substitution,2,1260
pentod-dsr,penta-dsr,character_substitution,2,1261
folib,follib,character_substitution,1,1262
tufnac,tufnak,character_substitution,1,1263
fortberry-tab,fort,segmentation_error,9,1264
,barry,segmentation_error,5,1264
,tab,character_insertion_deletion,3,1264
opera-d,opera,character_insertion_deletion,2,1265
,d,character_substitution,1,1265
vitamin,vitam,character_insertion_deletion,2,1265
,in,character_insertion_deletion,2,1265
ceftriveto,ceftrivedo,character_substitution,1,1266
bimatoprost,vimatoprost,character_substitution,1,1267
linid-xt,lenodex-d,phonetic_substitution,5,1268
proparacaine,preparacane,character_substitution,2,1269
glifil-m,glifilam,character_substitution,1,1270
coz-d,cos-d,character_substitution,1,1271
tigeniche,tiganish,phonetic_substitution,3,1272
roseday-a,rose,segmentation_error,5,1273
,day,character_insertion_deletion,3,1273
,a,character_substitution,1,1273
healthcare,health,segmentation_error,4,1273
,care,segmentation_error,4,1273
isopto,isoptosetamide,phonetic_substitution,8,1274
cetamide,,segmentation_error,8,1274
tenofovir,tenofovir-desoproxil,phonetic_substitution,11,1275
disoproxil,,segmentation_error,10,1275
healthcare,health,segmentation_error,4,1276
,care,segmentation_error,4,1276
pregnovert-f,pregnover,character_insertion_deletion,3,1276
,tef,character_insertion_deletion,3,1276
coldrid,cauldreth,phonetic_substitution,5,1277
setrona,citrona,character_substitution,2,1278
zidovudine,zitavudine,character_substitution,2,1279
,slash,segmentation_error,5,1279
cotyx-s,coticcess,phonetic_substitution,5,1280
tenapanor,tenopaner,character_substitution,2,1281
fluocinolone,fluosinolone,character_substitution,1,1282
ondax-md,ondaxem,character_substitution,2,1283
,d,character_substitution,1,1283
klodip-ace,clodipase,word_level_error,3,1284
,e,character_substitution,1,1284
fenigyl,phenogyl,word_level_error,3,1285
healthcare,health,segmentation_error,4,1286
,care,segmentation_error,4,1286
pantium-l,pantyomel,phonetic_substitution,3,1286
alpha-chain,alpha-chain-specific,phonetic_substitution,9,1287
specific,anticera,word_level_error,8,1287
antisera,,segmentation_error,8,1287
omezum-d,omsm,phonetic_substitution,5,1288
healthcare,health,segmentation_error,4,1289
,care,segmentation_error,4,1289
sahcef,sacef,character_substitution,1,1289
albumeon,albumin,character_substitution,2,1290
folite-d,folate,character_insertion_deletion,3,1291
,d,character_substitution,1,1291
symphylate,simfilate,phonetic_substitution,4,1292
k-cit,case,word_level_error,5,1293
tab,yet,word_level_error,3,1293
,it,character_insertion_deletion,2,1293
,be,character_insertion_deletion,2,1293
healthcare,health,segmentation_error,4,1293
,care,segmentation_error,4,1293
hopace-mt,helpsmt,word_level_error,6,1294
trazer-m,trasorm,phonetic_substitution,3,1295
hb-29,hb29,character_substitution,1,1296
r-throcin,arthrosin,word_level_error,3,1297
cureone,kirion,word_level_error,4,1298
maleate,malate,character_substitution,1,1299
clamox,clomox,character_substitution,1,1300
healthcare,health,segmentation_error,4,1301
,care,segmentation_error,4,1301
bevazza,beveza,character_substitution,2,1301
multifull,multiful,character_substitution,1,1302
healthcare,health,segmentation_error,4,1303
,care,segmentation_error,4,1303
procaine,procane,character_substitution,1,1303
peni,penny,character_substitution,2,1303
zalep,xalep,character_substitution,1,1304
zincold-lp,zinc-ldl-p,phonetic_substitution,3,1305
mangafodipir,mangophotopyr,phonetic_substitution,6,1306
oxeltra,oxaltra,character_substitution,1,1307
healthcare,health,segmentation_error,4,1307
,care,segmentation_error,4,1307
ascoril-d,a,segmentation_error,8,1308
junior,squirrel,word_level_error,6,1308
,d,character_substitution,1,1308
,jr,character_insertion_deletion,2,1308
c-tax-o,ctaxoxl2-100,segmentation_error,8,1309
xl,,character_insertion_deletion,2,1309
200,,character_insertion_deletion,3,1309
irus,eris,character_substitution,2,1310
fericip-xt,ferricipex-d,phonetic_substitution,4,1311
tazol-dsr,tasol,segmentation_error,5,1312
,dsr,character_insertion_deletion,3,1312
leecet-ax,lysotax,phonetic_substitution,5,1313
levocetirizine,levosterazine,phonetic_substitution,4,1313
esofag,esophag,character_substitution,2,1314
secukinumab,cecukinumab,character_substitution,1,1315
trioxsalen,triaxalin,phonetic_substitution,3,1316
clonasig,klanosig,word_level_error,3,1317
alther,alderford,phonetic_substitution,6,1318
fort,dsyr,word_level_error,4,1318
d-syr,,segmentation_error,5,1318
folvite-mb,fulvatum,phonetic_substitution,5,1319
,b,character_substitution,1,1319
lafutidine,lefutidine,character_substitution,1,1320
amilyst,amylast,character_substitution,2,1321
pyrithione,pyrethione,character_substitution,1,1322
tramazac-p,for,segmentation_error,10,1323
,mazak,segmentation_error,5,1323
,p,character_substitution,1,1323
metride,mitride,character_substitution,1,1324
glimepiride,glaim,segmentation_error,8,1324
,period,segmentation_error,6,1324
pira-gpc,paragpc,character_substitution,2,1325
etofylline,adafil-inasar,word_level_error,9,1326
sr,,character_insertion_deletion,2,1326
leemoflam-mr,limaflam,phonetic_substitution,6,1328
,mr,character_insertion_deletion,2,1328
nervijen,nervigen,character_substitution,1,1329
inj,inge,character_substitution,2,1329
besure-z,bsirs-e,phonetic_substitution,4,1330
gonadorelin,gonadolin,character_insertion_deletion,2,1331
lyrich-g,lyrich,character_insertion_deletion,2,1332
,g,character_substitution,1,1332
,you,character_insertion_deletion,3,1332
omegaful,omega,character_insertion_deletion,3,1333
,full,segmentation_error,4,1333
zeto,zito,character_substitution,1,1334
zatia,xatiotonic,segmentation_error,7,1335
tonic,,segmentation_error,5,1335
allercet-ax,allercetate,phonetic_substitution,3,1336
,x,character_substitution,1,1336
ambroxol,ambrexol,character_substitution,1,1336
cefupop-cv,cefupop,character_insertion_deletion,3,1337
,cv,character_insertion_deletion,2,1337
ducocef,ducosif,character_substitution,2,1338
healthcare,health,segmentation_error,4,1338
,care,segmentation_error,4,1338
ferium,firium,character_substitution,1,1339
cardiplegin,cartipledge,phonetic_substitution,4,1340
consistently,inconsistently,character_insertion_deletion,2,1340
brustan,brustin,character_substitution,1,1341
maxicure,maxi-q,word_level_error,4,1342
freenerve-g,freenerve,character_insertion_deletion,2,1343
,g,character_substitution,1,1343
azimy,azimi,character_substitution,1,1344
iron,incr,word_level_error,3,1345
cr,,character_insertion_deletion,2,1345
methyprylon,methiprilone,phonetic_substitution,3,1346
siltuximab,ciltiximab,character_substitution,2,1347
colinem,collinum,character_substitution,2,1348
try,trizidim,segmentation_error,6,1349
zydom-dt,dt,segmentation_error,6,1349
desmopressin,desmopress,character_insertion_deletion,2,1350
,in,character_insertion_deletion,2,1350
kamflox-oz,camphloxos,word_level_error,5,1351
,e,character_substitution,1,1351
healthcare,health,segmentation_error,4,1351
,care,segmentation_error,4,1351
kored,cord,character_substitution,2,1352
cevimeline,sevimline,character_substitution,2,1353
brand-name,brand,phonetic_substitution,5,1354
,name,segmentation_error,4,1354
liotrix,leotrix,character_substitution,1,1354
raboset,rabicet,character_substitution,2,1355
ms-clav,msglave,word_level_error,3,1356
amoxicillin,amexicillin,character_substitution,1,1356
longa,longer,character_substitution,2,1357
encold-p,encold,character_insertion_deletion,2,1358
tab,ptab,character_substitution,1,1358
lysupra,lysoprotein,phonetic_substitution,6,1359
tab,b,character_insertion_deletion,2,1359
malzix,maltzix,character_substitution,1,1360
ecobion-bc,echoban,phonetic_substitution,6,1361
,b,character_substitution,1,1361
,c,character_substitution,1,1361
forte-cz,forte,character_insertion_deletion,3,1362
,cz,character_insertion_deletion,2,1362
sancoff-d,sankof,phonetic_substitution,4,1363
,d,character_substitution,1,1363
zenotas-oz,xanotazosy,word_level_error,6,1364
ofloxacin,afluxacin,character_substitution,2,1364
triben-b,triben,character_insertion_deletion,2,1365
lotion,b-lotion,character_insertion_deletion,2,1365
avidine-m,avidinem,character_substitution,1,1366
pregeb-d,pergebdy,phonetic_substitution,4,1367
xenar-cr,xenarciar,phonetic_substitution,3,1368
pansoral,panseril,character_substitution,2,1369
oxamniquine,oxamnic,phonetic_substitution,5,1370
,wine,segmentation_error,4,1370
livotrit,livitrit,character_substitution,1,1371
liqd,lict,character_substitution,2,1371
nuroday-d3,neurodady,phonetic_substitution,4,1372
,3,character_substitution,1,1372
moxiz-cv,moxis-cv,character_substitution,1,1373
aben,a,character_insertion_deletion,3,1374
,ben,character_insertion_deletion,3,1374
zupred,zeparid,phonetic_substitution,3,1375
achyranthes,echiran's,word_level_error,5,1376
aspera,aspara,character_substitution,1,1376
x-para,xperitib,word_level_error,6,1377
tab,,character_insertion_deletion,3,1377
nimriz,nimris,character_substitution,1,1378
cutting-edge,cutting,phonetic_substitution,5,1378
,edge,segmentation_error,4,1378
pipmed-t,pepam,word_level_error,6,1379
,t,character_substitution,1,1379
claridin,claritin,character_substitution,1,1380
davceclo,davseclo,character_substitution,1,1381
diclonij-k,declanage,phonetic_substitution,6,1382
